Timestamp,language_select,city,vienna_district,vienna_street,graz_district,graz_street,country,city_other,zip_other,other_street,freq_work,freq_services,freq_leisure,freq_oth,duration_work_walk,duration_work_pt,duration_work_ice,duration_work_ev,duration_work_taxi,duration_work_carsh,duration_work_motor,duration_work_bike,duration_work_ebike,duration_work_bikesh,duration_work_scooter,duration_work_scootersh,duration_services_walk,duration_services_pt,duration_services_ice,duration_services_ev,duration_services_taxi,duration_services_carsh,duration_services_motor,duration_services_bike,duration_services_ebike,duration_services_bikesh,duration_services_scooter,duration_services_scootersh,duration_leisure_walk,duration_leisure_pt,duration_leisure_ice,duration_leisure_ev,duration_leisure_taxi,duration_leisure_carsh,duration_leisure_motor,duration_leisure_bike,duration_leisure_ebike,duration_leisure_bikesh,duration_leisure_scooter,duration_leisure_scootersh,freq_activemob,prevent_distance,prevent_safety,prevent_time,prevent_weather,prevent_physical,prevent_inconvenience,prevent_knowledge,prevent_amenities,prevent_pollution,prevent_other,improve_calming,improve_safety,improve_protectedbl,improve_pedestrianz,improve_sidewalk,improve_connection,improve_parking,improve_sercvices,improve_green,improve_amenities,improve_shared,improve_water,improve_air,improve_info,improve_other,switch_improve,priority_green,priority_safety,priority_scenic,priority_distance,priority_time,priority_amenities,outcome_health,outcome_environment,outcome_cost,outcome_comforttime,outcome_wellbeing,outcome_social,outcome_congestion,outcome_other,state_district,state_city,switch_improve_freq,kn_env_climate,kn_env_action,kn_subj_car,kn_actm_air,kn_actm_health,aw_env_climate,aw_env_future,aw_subj_ecotrans,aw_subj_transmode,kn_subj_exercise,kn_health_air,kn_health_warnings,pn_eco_climate,pn_eco_nature,pn_eco_protect,pn_health_activity,pn_health_lifestlye,pn_health_wellbeing,pn_general_social,pn_general_urbanenv,sn_peers,sn_community,sn_friends,sn_colleagues,sn_neighbors,sn_city,pn_time_traffic,pbc_shared,pbc_info,pbc_safety,pbc_affordable,pbc_prioritization,pbc_community,pbc_green,pbc_air,gender,age,education,household,employment,income
04-06-25 12:08,1,3,,,,,,,,,3.5,5.5,8.5,,5,33,0,0,0,0,0,33,0,0,0,0,5,15,0,0,0,0,0,15,0,0,0,0,15,15,52,0,0,0,0,15,0,0,0,0,8.5,,,,,,,,,,,4,4,5,5,5,5,5,3,3,4,4,3,3,4,,,3,2,1,4,4,3,4,5,3,4,4,4,5,,2,3,4,5,5,5,5,5,3,5,4,3,4,3,3,3,4,4,4,4,4,4,4,4,5,5,5,3,2,5,3,3,3,3,5,3,3,3,99,60,4,3,1,7000
04-06-25 12:11,2,1,2,,,,,,,,3.5,1.5,3.5,,0,70,0,0,0,0,0,70,0,0,0,0,15,15,0,0,0,0,0,33,0,0,0,0,5,15,0,0,0,0,0,33,0,15,0,0,8.5,,,,,,,,,,,5,3,4,2,4,5,5,2,3,3,1,2,3,2,,,3,2,2,4,5,1,3,5,4,3,4,3,5,,2,2,,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,3,5,2,2,2,1,1,1,2,3,3,3,2,3,3,4,3,1,40,5,,1,7000
04-06-25 12:12,1,1,10,,,,,,,,8.5,3.5,1.5,,5,15,33,0,0,0,0,5,0,0,0,0,5,15,15,0,5,0,0,5,0,0,0,0,5,33,15,0,0,0,0,5,0,0,0,0,1.5,4,3,4,5,3,5,2,2,2,,3,3,4,4,3,3,3,4,4,3,3,3,3,3,,4,,,,,,,,,,,,,,,,,,5,5,4,5,5,4,5,4,3,4,2,2,4,3,4,4,4,3,2,4,3,3,2,3,2,2,2,2,2,4,3,3,2,2,2,1,50,5,3,1,5500
04-06-25 12:37,1,3,,,,,,,,,3.5,1.5,0,,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,3.5,5,1,4,2,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,1,40,5,3,1,4500
04-06-25 12:47,1,3,,,,,,,,,5.5,5.5,5.5,,0,0,52,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,2,3,3,3,5,1,1,5,5,5,3,3,3,3,,,3,3,3,1,1,1,5,5,3,3,5,3,3,,3,3,3,5,5,5,5,3,5,5,4,5,5,3,5,5,3,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,50,5,3,1,7000
04-06-25 12:57,1,3,,,,,,,,,0,8.5,1.5,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,52,0,0,0,0,70,0,0,0,0,0,0,70,52,0,0,0,8.5,,,,,,,,,,,4,3,4,3,3,3,3,5,5,4,3,3,3,3,,,5,3,5,3,3,2,5,5,2,4,5,2,4,,4,4,3,5,5,5,5,4,5,5,5,2,5,2,5,5,4,5,5,5,5,5,2,2,4,5,3,3,3,5,2,2,2,1,2,1,2,2,1,75,5,2,5,5500
04-06-25 12:59,2,1,19,,,,,,,,3.5,3.5,3.5,,15,33,0,0,0,0,0,33,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,15,33,0,0,0,0,0,33,0,0,0,0,3.5,5,3,2,2,4,2,1,2,3,,5,4,5,5,4,5,5,3,5,5,2,3,3,3,,5,,,,,,,,,,,,,,,,,,5,5,5,5,4,2,5,5,2,5,3,4,4,3,4,5,5,5,2,5,1,4,3,3,1,1,5,1,3,4,5,5,1,4,3,1,30,5,,1,5500
04-06-25 13:06,1,1,10,,,,,,,,5.5,3.5,1.5,,33,33,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1.5,4,4,2,4,4,4,2,2,3,,3,4,3,3,4,3,2,4,4,3,3,3,4,4,,4,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,0,21,4,2,6,600
04-06-25 13:12,1,1,2,,,,,,,,5.5,1.5,1.5,,5,15,0,0,0,0,0,52,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,15,0,0,0,0,8.5,,,,,,,,,,,4,4,5,5,5,5,5,4,4,5,3,3,5,3,,,5,4,5,2,2,3,5,5,1,3,5,3,5,,4,4,,5,5,5,5,5,5,5,5,3,5,5,3,3,4,3,4,4,5,3,5,4,4,5,4,3,2,4,3,3,3,3,3,3,3,3,1,50,5,3,1,10000
04-06-25 13:22,1,1,23,,,,,,,,5.5,3.5,3.5,,33,33,15,0,15,15,0,33,0,0,0,0,5,33,33,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,3.5,5,5,5,5,4,4,1,2,4,,2,4,4,4,4,4,5,3,4,2,2,4,4,4,,3,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,4,2,2,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,3,3,3,0,50,5,2,1,7000
04-06-25 13:29,1,3,,,,,,,,,8.5,8.5,8.5,,5,0,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,0,0,33,0,0,0,0,52,0,0,0,0,0,0,0,70,0,0,0,8.5,,,,,,,,,,,5,5,5,5,3,5,5,5,5,5,2,3,3,3,,,3,5,2,3,4,1,5,5,3,3,5,4,4,,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,5,2,3,5,4,5,5,5,3,1,30,5,2,1,7000
04-06-25 13:33,1,1,4,,,,,,,,3.5,1.5,3.5,,15,52,0,0,0,0,0,70,0,0,0,0,15,15,0,0,0,0,0,5,0,0,0,0,15,33,0,0,0,0,0,15,0,0,0,0,8.5,,,,,,,,,,,5,5,5,5,3,3,5,3,4,3,3,3,5,3,,,4,5,4,4,4,2,5,5,4,5,5,4,4,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,4,5,5,4,3,3,4,3,3,5,3,5,2,3,5,0,30,5,2,1,3500
04-06-25 13:50,1,3,,,,,,,,,5.5,1.5,1.5,,33,5,0,0,0,0,0,15,0,0,0,0,52,15,0,0,0,0,0,33,0,0,0,0,52,0,0,0,0,0,0,52,0,0,0,0,8.5,,,,,,,,,,,3,4,5,4,5,5,4,4,5,5,3,4,4,4,,,5,5,5,3,3,4,5,5,4,4,5,3,3,,4,4,3,5,4,4,4,5,4,4,5,4,5,3,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,3,3,4,5,4,3,5,3,0,30,5,1,1,2400
04-06-25 13:54,1,1,7,,,,,,,,3.5,5.5,3.5,,33,52,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,15,33,0,0,33,0,0,0,0,0,0,0,0,5,3,1,5,4,5,3,1,1,,3,3,4,4,5,5,3,1,3,4,1,2,2,2,,2,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,5,5,5,5,3,4,4,3,4,5,5,5,1,3,1,1,1,4,3,2,5,2,4,4,5,5,5,5,2,0,30,4,2,1,2400
04-06-25 13:55,1,1,4,,,,,,,,8.5,1.5,1.5,,52,70,5,0,0,0,0,0,0,0,15,0,15,70,15,0,0,0,0,0,0,15,0,0,33,33,0,15,0,0,0,0,0,15,0,0,5.5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,1,5,5,5,5,5,5,5,5,5,,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,30,5,2,1,2400
04-06-25 13:58,1,3,,,,,,,,,3.5,3.5,5.5,,0,5,0,0,0,0,0,0,0,52,0,0,5,33,0,0,0,0,0,0,0,33,0,0,15,33,0,0,0,0,0,0,0,33,0,0,5.5,,,,,,,,,,,4,5,5,4,2,4,1,5,5,5,5,3,4,4,,,1,4,2,3,5,4,5,4,4,5,5,1,4,,3,4,4,5,4,3,5,5,3,5,4,3,5,4,4,4,2,4,5,5,5,3,5,4,3,3,4,1,3,2,5,4,3,5,1,1,2,3,1,40,5,2,1,7000
04-06-25 14:05,1,1,9,,,,,,,,3.5,5.5,8.5,,15,33,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,8.5,,,,,,,,,,,2,2,4,2,2,4,4,5,4,4,3,1,1,1,,,4,4,3,4,5,1,5,5,5,3,5,1,4,,5,5,2,5,5,4,4,4,4,5,4,1,4,1,5,4,2,5,5,5,5,2,5,4,4,3,3,3,3,4,2,1,2,3,4,3,3,1,1,40,5,2,1,99
04-06-25 14:21,1,1,10,,,,,,,,3.5,3.5,3.5,,15,33,33,0,5,0,0,52,0,0,0,5,5,15,5,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,5,5.5,,,,,,,,,,,2,2,3,3,3,3,1,1,4,3,2,2,3,4,,,3,3,4,4,4,2,4,3,3,2,4,3,3,,5,4,2,5,5,5,3,5,3,4,5,2,5,4,3,3,3,3,5,5,5,1,1,1,1,2,2,2,2,4,3,3,3,3,3,3,3,3,1,50,5,1,1,3500
04-06-25 15:06,1,1,2,,,,,,,,5.5,3.5,5.5,,0,52,0,0,0,0,0,70,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,5.5,,,,,,,,,,,4,3,4,4,5,4,3,3,4,3,3,3,5,3,,,3,3,3,5,5,1,5,5,5,5,5,5,5,,4,4,5,5,5,4,5,5,3,4,2,3,5,5,4,3,4,4,5,5,3,3,4,2,2,2,2,2,2,3,2,2,4,1,4,3,4,5,1,40,5,3,1,4500
04-06-25 15:07,1,1,10,,,,,,,,5.5,1.5,5.5,,5,33,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,4,5,5,5,5,3,3,2,2,4,3,5,3,4,,,3,5,3,4,4,3,4,3,2,4,4,2,4,,3,4,2,5,5,3,5,5,3,5,3,3,5,5,2,3,3,3,4,4,4,2,4,3,3,3,3,3,3,4,1,4,5,5,5,1,3,3,1,30,4,2,1,99
04-06-25 15:08,1,1,4,,,,,,,,5.5,5.5,3.5,,5,33,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,3,3,4,5,4,1,3,5,4,4,1,2,5,5,,,3,3,3,1,4,3,4,4,3,3,4,2,4,,3,3,4,5,5,5,5,5,5,5,4,4,5,5,3,4,4,4,4,4,4,3,5,2,2,2,3,2,2,2,2,4,4,3,3,4,4,3,1,30,4,5,6,2400
04-06-25 15:30,1,1,12,,,,,,,,5.5,3.5,1.5,,70,52,33,0,0,0,0,52,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,33,15,0,0,0,0,0,15,0,0,0,0,8.5,,,,,,,,,,,2,3,5,5,5,4,3,3,5,4,3,2,3,4,,,5,5,3,4,4,5,5,5,2,5,5,2,3,,3,4,3,5,5,4,4,3,4,5,5,4,5,2,4,5,5,5,5,5,5,2,5,4,5,4,4,3,3,1,2,2,3,2,4,2,5,2,0,50,5,2,1,2400
04-06-25 15:38,1,1,10,,,,,,,,3.5,1.5,5.5,,5,33,0,0,0,0,0,33,0,0,0,0,5,33,0,0,0,0,0,5,0,0,0,0,5,33,0,0,0,0,0,52,0,0,0,0,1.5,4,1,5,5,1,5,1,1,1,,3,3,4,5,3,5,3,4,5,1,4,2,5,3,,4,,,,,,,,,,,,,,,,,,5,5,3,4,5,2,3,4,2,5,5,3,3,4,3,4,4,5,2,4,1,1,1,1,1,1,2,1,4,3,4,5,3,5,3,0,30,4,2,1,3500
04-06-25 15:46,1,3,,,,,,,,,5.5,3.5,1.5,,0,33,0,0,0,0,33,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,15,33,0,0,0,0,33,0,0,0,0,0,1.5,4,1,4,4,1,4,1,4,4,,1,2,2,2,4,5,2,4,5,4,2,5,5,3,,3,,,,,,,,,,,,,,,,,,4,2,4,5,3,2,3,5,4,4,5,3,2,5,4,4,4,5,3,4,1,1,2,2,2,2,1,2,2,4,3,5,3,3,4,0,30,4,1,1,2400
04-06-25 16:03,1,3,,,,,,,,,3.5,1.5,1.5,,15,15,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,3.5,5,5,2,1,1,3,1,1,1,,1,1,1,1,1,1,1,5,4,1,1,1,1,1,,3,,,,,,,,,,,,,,,,,,5,5,4,3,5,3,3,4,2,5,1,2,3,3,3,4,4,4,3,3,1,1,1,1,1,1,3,1,1,4,1,3,3,4,1,1,30,4,2,1,7000
04-06-25 16:04,1,3,,,,,,,,,1.5,3.5,5.5,,15,70,0,0,0,0,0,0,0,0,0,0,52,15,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,8.5,,,,,,,,,,,4,4,4,5,4,3,4,4,5,4,3,4,4,3,,,5,5,4,4,4,4,3,4,4,5,4,4,4,,2,3,5,5,5,4,5,4,4,5,3,3,4,5,5,3,3,5,4,4,4,4,5,4,2,4,3,1,1,2,4,4,5,3,5,1,4,4,0,30,4,5,1,3500
04-06-25 16:31,2,1,5,,,,,,,,3.5,3.5,3.5,,15,33,0,0,0,0,0,5,0,0,0,0,15,5,0,0,0,0,0,5,0,0,0,0,33,33,0,0,0,0,0,15,0,0,0,0,3.5,4,2,4,3,2,3,1,4,3,,5,3,4,5,3,4,4,4,5,3,2,3,3,3,,4,,,,,,,,,,,,,,,,,,5,5,4,5,5,3,5,4,3,4,5,5,4,4,4,4,4,4,5,5,2,3,2,2,2,2,4,2,2,3,4,5,2,4,4,0,30,4,,1,5500
04-06-25 17:24,1,1,10,,,,,,,,5.5,3.5,3.5,,33,33,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,33,0,0,0,0,5.5,,,,,,,,,,,5,3,5,5,4,3,3,3,4,4,3,3,5,3,,,2,2,2,3,3,3,4,4,2,5,3,3,4,,4,3,4,5,5,5,5,3,2,4,4,4,4,3,3,4,4,4,4,4,4,3,5,3,4,4,3,3,3,4,2,2,4,2,5,3,3,3,0,30,5,2,1,5500
04-06-25 17:38,1,1,17,,,,,,,,5.5,5.5,8.5,,33,33,0,0,0,0,0,5,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,8.5,,,,,,,,,,,5,4,4,4,4,2,3,3,5,4,3,3,5,4,,,4,4,4,4,4,4,4,5,3,4,4,4,5,,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,3,4,0,50,4,1,1,1350
04-06-25 17:59,1,3,,,,,,,,,1.5,3.5,3.5,,5,33,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,52,33,0,0,0,0,0,0,15,0,0,3.5,5,3,4,4,2,2,1,1,1,,3,4,5,5,5,5,3,4,3,3,4,5,5,4,,5,,,,,,,,,,,,,,,,,,4,4,4,5,5,4,4,3,3,4,4,5,3,3,3,4,4,4,4,5,3,2,2,2,2,2,3,4,3,4,3,4,3,4,5,1,60,4,3,1,2400
04-06-25 18:00,1,3,,,,,,,,,3.5,3.5,3.5,,0,70,52,0,52,0,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,70,33,0,0,0,0,0,0,0,0,0,3.5,5,5,5,4,1,1,1,5,1,,5,5,5,4,4,4,3,3,3,5,5,3,3,3,,5,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,1,1,1,1,1,4,5,5,5,5,5,5,5,5,1,40,5,2,1,99
04-06-25 18:47,1,1,12,,,,,,,,3.5,3.5,1.5,,5,15,0,0,0,0,0,70,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,52,0,0,0,0,0,70,0,0,0,0,3.5,5,4,4,4,1,3,1,1,1,,1,4,5,5,5,1,5,3,5,2,3,3,4,4,,4,,,,,,,,,,,,,,,,,,4,4,4,3,5,2,4,3,3,5,5,5,4,3,4,5,5,5,2,4,2,2,1,1,1,1,1,4,4,5,5,4,2,5,5,1,40,4,3,1,3500
04-06-25 21:38,1,3,,,,,,,,,5.5,5.5,5.5,,33,52,5,5,15,5,5,5,5,5,5,5,15,33,5,5,5,5,5,5,5,5,5,5,33,70,5,5,5,5,5,5,5,5,5,5,8.5,,,,,,,,,,,3,4,5,5,4,4,1,4,5,4,5,4,4,5,,,5,5,4,5,5,3,5,3,2,2,5,3,5,,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,1,5,4,5,5,1,30,4,5,3,1350
04-06-25 22:26,1,1,12,,,,,,,,5.5,3.5,3.5,,15,15,0,0,0,0,0,33,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,15,0,0,0,0,5.5,,,,,,,,,,,5,5,5,5,5,5,4,3,4,4,2,2,4,2,,,4,4,4,2,2,3,4,5,4,5,5,3,4,,3,4,4,5,5,5,5,5,4,5,5,3,5,2,3,5,4,5,5,5,5,2,5,2,3,2,2,2,2,4,2,2,4,4,4,4,2,2,1,50,4,2,1,7000
04-06-25 22:47,1,1,10,,,,,,,,3.5,3.5,5.5,,0,0,0,0,0,0,0,33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,8.5,,,,,,,,,,,2,2,2,2,2,4,2,3,3,4,1,3,2,2,,,1,2,1,4,5,1,4,4,3,5,3,3,4,,4,4,,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,2,3,3,2,2,5,1,1,1,1,3,2,2,2,1,40,4,1,1,4500
