Quarters,NonUsers,Users,FrequentUsers,Label
96,454,46,0,"Informative-all, Gradual, Not-Implemented"
97,454,46,0,"Informative-all, Gradual, Not-Implemented"
98,454,46,0,"Informative-all, Gradual, Not-Implemented"
99,454,46,0,"Informative-all, Gradual, Not-Implemented"
100,454,46,0,"Informative-all, Gradual, Not-Implemented"
101,454,46,0,"Informative-all, Gradual, Not-Implemented"
102,454,46,0,"Informative-all, Gradual, Not-Implemented"
103,454,46,0,"Informative-all, Gradual, Not-Implemented"
104,454,46,0,"Informative-all, Gradual, Not-Implemented"
105,454,46,0,"Informative-all, Gradual, Not-Implemented"
106,454,46,0,"Informative-all, Gradual, Not-Implemented"
107,454,46,0,"Informative-all, Gradual, Not-Implemented"
108,454,46,0,"Informative-all, Gradual, Not-Implemented"
1,468,32,0,"Informative-all, Gradual, Not-Implemented"
2,468,32,0,"Informative-all, Gradual, Not-Implemented"
3,468,32,0,"Informative-all, Gradual, Not-Implemented"
4,467,33,0,"Informative-all, Gradual, Not-Implemented"
5,466,34,0,"Informative-all, Gradual, Not-Implemented"
6,466,34,0,"Informative-all, Gradual, Not-Implemented"
7,466,34,0,"Informative-all, Gradual, Not-Implemented"
8,465,35,0,"Informative-all, Gradual, Not-Implemented"
9,465,35,0,"Informative-all, Gradual, Not-Implemented"
10,465,35,0,"Informative-all, Gradual, Not-Implemented"
11,465,35,0,"Informative-all, Gradual, Not-Implemented"
12,465,35,0,"Informative-all, Gradual, Not-Implemented"
13,465,35,0,"Informative-all, Gradual, Not-Implemented"
14,464,36,0,"Informative-all, Gradual, Not-Implemented"
15,464,36,0,"Informative-all, Gradual, Not-Implemented"
16,464,36,0,"Informative-all, Gradual, Not-Implemented"
17,464,36,0,"Informative-all, Gradual, Not-Implemented"
18,463,37,0,"Informative-all, Gradual, Not-Implemented"
19,463,37,0,"Informative-all, Gradual, Not-Implemented"
20,462,38,0,"Informative-all, Gradual, Not-Implemented"
21,462,38,0,"Informative-all, Gradual, Not-Implemented"
22,462,38,0,"Informative-all, Gradual, Not-Implemented"
23,462,38,0,"Informative-all, Gradual, Not-Implemented"
24,461,39,0,"Informative-all, Gradual, Not-Implemented"
25,461,39,0,"Informative-all, Gradual, Not-Implemented"
26,460,40,0,"Informative-all, Gradual, Not-Implemented"
27,460,40,0,"Informative-all, Gradual, Not-Implemented"
28,460,40,0,"Informative-all, Gradual, Not-Implemented"
29,458,42,0,"Informative-all, Gradual, Not-Implemented"
30,458,42,0,"Informative-all, Gradual, Not-Implemented"
31,458,42,0,"Informative-all, Gradual, Not-Implemented"
32,458,42,0,"Informative-all, Gradual, Not-Implemented"
33,458,42,0,"Informative-all, Gradual, Not-Implemented"
34,458,42,0,"Informative-all, Gradual, Not-Implemented"
35,458,42,0,"Informative-all, Gradual, Not-Implemented"
36,458,42,0,"Informative-all, Gradual, Not-Implemented"
37,458,42,0,"Informative-all, Gradual, Not-Implemented"
38,458,42,0,"Informative-all, Gradual, Not-Implemented"
39,457,43,0,"Informative-all, Gradual, Not-Implemented"
40,457,43,0,"Informative-all, Gradual, Not-Implemented"
41,457,43,0,"Informative-all, Gradual, Not-Implemented"
42,457,43,0,"Informative-all, Gradual, Not-Implemented"
43,457,43,0,"Informative-all, Gradual, Not-Implemented"
44,457,43,0,"Informative-all, Gradual, Not-Implemented"
45,457,43,0,"Informative-all, Gradual, Not-Implemented"
46,457,43,0,"Informative-all, Gradual, Not-Implemented"
47,457,43,0,"Informative-all, Gradual, Not-Implemented"
48,457,43,0,"Informative-all, Gradual, Not-Implemented"
49,457,43,0,"Informative-all, Gradual, Not-Implemented"
50,457,43,0,"Informative-all, Gradual, Not-Implemented"
51,457,43,0,"Informative-all, Gradual, Not-Implemented"
52,457,43,0,"Informative-all, Gradual, Not-Implemented"
53,457,43,0,"Informative-all, Gradual, Not-Implemented"
54,457,43,0,"Informative-all, Gradual, Not-Implemented"
55,457,43,0,"Informative-all, Gradual, Not-Implemented"
56,457,43,0,"Informative-all, Gradual, Not-Implemented"
57,457,43,0,"Informative-all, Gradual, Not-Implemented"
58,457,43,0,"Informative-all, Gradual, Not-Implemented"
59,457,43,0,"Informative-all, Gradual, Not-Implemented"
60,457,43,0,"Informative-all, Gradual, Not-Implemented"
61,456,44,0,"Informative-all, Gradual, Not-Implemented"
62,456,44,0,"Informative-all, Gradual, Not-Implemented"
63,456,44,0,"Informative-all, Gradual, Not-Implemented"
64,456,44,0,"Informative-all, Gradual, Not-Implemented"
65,456,44,0,"Informative-all, Gradual, Not-Implemented"
66,456,44,0,"Informative-all, Gradual, Not-Implemented"
67,456,44,0,"Informative-all, Gradual, Not-Implemented"
68,456,44,0,"Informative-all, Gradual, Not-Implemented"
69,456,44,0,"Informative-all, Gradual, Not-Implemented"
70,456,44,0,"Informative-all, Gradual, Not-Implemented"
71,456,44,0,"Informative-all, Gradual, Not-Implemented"
72,456,44,0,"Informative-all, Gradual, Not-Implemented"
73,456,44,0,"Informative-all, Gradual, Not-Implemented"
74,456,44,0,"Informative-all, Gradual, Not-Implemented"
75,456,44,0,"Informative-all, Gradual, Not-Implemented"
76,456,44,0,"Informative-all, Gradual, Not-Implemented"
77,456,44,0,"Informative-all, Gradual, Not-Implemented"
78,456,44,0,"Informative-all, Gradual, Not-Implemented"
79,456,44,0,"Informative-all, Gradual, Not-Implemented"
80,456,44,0,"Informative-all, Gradual, Not-Implemented"
81,456,44,0,"Informative-all, Gradual, Not-Implemented"
82,456,44,0,"Informative-all, Gradual, Not-Implemented"
83,456,44,0,"Informative-all, Gradual, Not-Implemented"
84,456,44,0,"Informative-all, Gradual, Not-Implemented"
85,456,44,0,"Informative-all, Gradual, Not-Implemented"
86,456,44,0,"Informative-all, Gradual, Not-Implemented"
87,456,44,0,"Informative-all, Gradual, Not-Implemented"
88,456,44,0,"Informative-all, Gradual, Not-Implemented"
89,456,44,0,"Informative-all, Gradual, Not-Implemented"
90,456,44,0,"Informative-all, Gradual, Not-Implemented"
91,456,44,0,"Informative-all, Gradual, Not-Implemented"
92,456,44,0,"Informative-all, Gradual, Not-Implemented"
93,456,44,0,"Informative-all, Gradual, Not-Implemented"
94,456,44,0,"Informative-all, Gradual, Not-Implemented"
95,456,44,0,"Informative-all, Gradual, Not-Implemented"
96,456,44,0,"Informative-all, Gradual, Not-Implemented"
97,456,44,0,"Informative-all, Gradual, Not-Implemented"
98,456,44,0,"Informative-all, Gradual, Not-Implemented"
99,456,44,0,"Informative-all, Gradual, Not-Implemented"
100,456,44,0,"Informative-all, Gradual, Not-Implemented"
101,456,44,0,"Informative-all, Gradual, Not-Implemented"
102,456,44,0,"Informative-all, Gradual, Not-Implemented"
103,456,44,0,"Informative-all, Gradual, Not-Implemented"
104,456,44,0,"Informative-all, Gradual, Not-Implemented"
105,456,44,0,"Informative-all, Gradual, Not-Implemented"
106,456,44,0,"Informative-all, Gradual, Not-Implemented"
107,456,44,0,"Informative-all, Gradual, Not-Implemented"
108,456,44,0,"Informative-all, Gradual, Not-Implemented"
1,469,31,0,"Informative-all, Gradual, Not-Implemented"
2,468,32,0,"Informative-all, Gradual, Not-Implemented"
3,468,32,0,"Informative-all, Gradual, Not-Implemented"
4,468,32,0,"Informative-all, Gradual, Not-Implemented"
5,467,33,0,"Informative-all, Gradual, Not-Implemented"
6,467,33,0,"Informative-all, Gradual, Not-Implemented"
7,467,33,0,"Informative-all, Gradual, Not-Implemented"
8,467,33,0,"Informative-all, Gradual, Not-Implemented"
9,467,33,0,"Informative-all, Gradual, Not-Implemented"
10,467,33,0,"Informative-all, Gradual, Not-Implemented"
11,467,33,0,"Informative-all, Gradual, Not-Implemented"
12,467,33,0,"Informative-all, Gradual, Not-Implemented"
13,467,33,0,"Informative-all, Gradual, Not-Implemented"
14,466,34,0,"Informative-all, Gradual, Not-Implemented"
15,466,34,0,"Informative-all, Gradual, Not-Implemented"
16,466,34,0,"Informative-all, Gradual, Not-Implemented"
17,466,34,0,"Informative-all, Gradual, Not-Implemented"
18,465,35,0,"Informative-all, Gradual, Not-Implemented"
19,465,35,0,"Informative-all, Gradual, Not-Implemented"
20,465,35,0,"Informative-all, Gradual, Not-Implemented"
21,465,35,0,"Informative-all, Gradual, Not-Implemented"
22,465,35,0,"Informative-all, Gradual, Not-Implemented"
23,465,35,0,"Informative-all, Gradual, Not-Implemented"
24,465,35,0,"Informative-all, Gradual, Not-Implemented"
25,465,35,0,"Informative-all, Gradual, Not-Implemented"
26,465,35,0,"Informative-all, Gradual, Not-Implemented"
27,465,35,0,"Informative-all, Gradual, Not-Implemented"
28,465,35,0,"Informative-all, Gradual, Not-Implemented"
29,465,35,0,"Informative-all, Gradual, Not-Implemented"
30,465,35,0,"Informative-all, Gradual, Not-Implemented"
31,465,35,0,"Informative-all, Gradual, Not-Implemented"
32,465,35,0,"Informative-all, Gradual, Not-Implemented"
33,464,36,0,"Informative-all, Gradual, Not-Implemented"
34,464,36,0,"Informative-all, Gradual, Not-Implemented"
35,464,36,0,"Informative-all, Gradual, Not-Implemented"
36,464,36,0,"Informative-all, Gradual, Not-Implemented"
37,464,36,0,"Informative-all, Gradual, Not-Implemented"
38,464,36,0,"Informative-all, Gradual, Not-Implemented"
39,463,37,0,"Informative-all, Gradual, Not-Implemented"
40,463,37,0,"Informative-all, Gradual, Not-Implemented"
41,462,38,0,"Informative-all, Gradual, Not-Implemented"
42,462,38,0,"Informative-all, Gradual, Not-Implemented"
43,462,38,0,"Informative-all, Gradual, Not-Implemented"
44,462,38,0,"Informative-all, Gradual, Not-Implemented"
45,462,38,0,"Informative-all, Gradual, Not-Implemented"
46,462,38,0,"Informative-all, Gradual, Not-Implemented"
47,462,38,0,"Informative-all, Gradual, Not-Implemented"
48,462,38,0,"Informative-all, Gradual, Not-Implemented"
49,462,38,0,"Informative-all, Gradual, Not-Implemented"
50,462,38,0,"Informative-all, Gradual, Not-Implemented"
51,462,38,0,"Informative-all, Gradual, Not-Implemented"
52,462,38,0,"Informative-all, Gradual, Not-Implemented"
53,462,38,0,"Informative-all, Gradual, Not-Implemented"
54,462,38,0,"Informative-all, Gradual, Not-Implemented"
55,462,38,0,"Informative-all, Gradual, Not-Implemented"
56,462,38,0,"Informative-all, Gradual, Not-Implemented"
57,462,38,0,"Informative-all, Gradual, Not-Implemented"
58,462,38,0,"Informative-all, Gradual, Not-Implemented"
59,462,38,0,"Informative-all, Gradual, Not-Implemented"
60,462,38,0,"Informative-all, Gradual, Not-Implemented"
61,462,38,0,"Informative-all, Gradual, Not-Implemented"
62,462,38,0,"Informative-all, Gradual, Not-Implemented"
63,462,38,0,"Informative-all, Gradual, Not-Implemented"
64,462,38,0,"Informative-all, Gradual, Not-Implemented"
65,462,38,0,"Informative-all, Gradual, Not-Implemented"
66,462,38,0,"Informative-all, Gradual, Not-Implemented"
67,462,38,0,"Informative-all, Gradual, Not-Implemented"
68,462,38,0,"Informative-all, Gradual, Not-Implemented"
69,462,38,0,"Informative-all, Gradual, Not-Implemented"
70,462,38,0,"Informative-all, Gradual, Not-Implemented"
71,462,38,0,"Informative-all, Gradual, Not-Implemented"
72,462,38,0,"Informative-all, Gradual, Not-Implemented"
73,462,38,0,"Informative-all, Gradual, Not-Implemented"
74,462,38,0,"Informative-all, Gradual, Not-Implemented"
75,462,38,0,"Informative-all, Gradual, Not-Implemented"
76,462,38,0,"Informative-all, Gradual, Not-Implemented"
77,462,38,0,"Informative-all, Gradual, Not-Implemented"
78,462,38,0,"Informative-all, Gradual, Not-Implemented"
79,462,38,0,"Informative-all, Gradual, Not-Implemented"
80,462,38,0,"Informative-all, Gradual, Not-Implemented"
81,462,38,0,"Informative-all, Gradual, Not-Implemented"
82,462,38,0,"Informative-all, Gradual, Not-Implemented"
83,462,38,0,"Informative-all, Gradual, Not-Implemented"
84,462,38,0,"Informative-all, Gradual, Not-Implemented"
85,462,38,0,"Informative-all, Gradual, Not-Implemented"
86,462,38,0,"Informative-all, Gradual, Not-Implemented"
87,462,38,0,"Informative-all, Gradual, Not-Implemented"
88,462,38,0,"Informative-all, Gradual, Not-Implemented"
89,462,38,0,"Informative-all, Gradual, Not-Implemented"
90,462,38,0,"Informative-all, Gradual, Not-Implemented"
91,462,38,0,"Informative-all, Gradual, Not-Implemented"
92,462,38,0,"Informative-all, Gradual, Not-Implemented"
93,462,38,0,"Informative-all, Gradual, Not-Implemented"
94,462,38,0,"Informative-all, Gradual, Not-Implemented"
95,462,38,0,"Informative-all, Gradual, Not-Implemented"
96,462,38,0,"Informative-all, Gradual, Not-Implemented"
97,462,38,0,"Informative-all, Gradual, Not-Implemented"
98,462,38,0,"Informative-all, Gradual, Not-Implemented"
99,462,38,0,"Informative-all, Gradual, Not-Implemented"
100,462,38,0,"Informative-all, Gradual, Not-Implemented"
101,462,38,0,"Informative-all, Gradual, Not-Implemented"
102,462,38,0,"Informative-all, Gradual, Not-Implemented"
103,462,38,0,"Informative-all, Gradual, Not-Implemented"
104,461,39,0,"Informative-all, Gradual, Not-Implemented"
105,461,39,0,"Informative-all, Gradual, Not-Implemented"
106,461,39,0,"Informative-all, Gradual, Not-Implemented"
107,461,39,0,"Informative-all, Gradual, Not-Implemented"
108,461,39,0,"Informative-all, Gradual, Not-Implemented"
1,455,45,0,"No-learning, No-expansion, Implemented"
2,455,45,0,"No-learning, No-expansion, Implemented"
3,452,48,0,"No-learning, No-expansion, Implemented"
4,450,50,0,"No-learning, No-expansion, Implemented"
5,448,52,0,"No-learning, No-expansion, Implemented"
6,447,53,0,"No-learning, No-expansion, Implemented"
7,447,53,0,"No-learning, No-expansion, Implemented"
8,444,56,0,"No-learning, No-expansion, Implemented"
9,443,57,0,"No-learning, No-expansion, Implemented"
10,443,57,0,"No-learning, No-expansion, Implemented"
11,443,57,0,"No-learning, No-expansion, Implemented"
12,443,57,0,"No-learning, No-expansion, Implemented"
13,442,58,0,"No-learning, No-expansion, Implemented"
14,441,59,0,"No-learning, No-expansion, Implemented"
15,441,59,0,"No-learning, No-expansion, Implemented"
16,441,59,0,"No-learning, No-expansion, Implemented"
17,441,59,0,"No-learning, No-expansion, Implemented"
18,440,60,0,"No-learning, No-expansion, Implemented"
19,440,60,0,"No-learning, No-expansion, Implemented"
20,440,60,0,"No-learning, No-expansion, Implemented"
21,440,60,0,"No-learning, No-expansion, Implemented"
22,440,60,0,"No-learning, No-expansion, Implemented"
23,440,60,0,"No-learning, No-expansion, Implemented"
24,439,61,0,"No-learning, No-expansion, Implemented"
25,434,61,5,"No-learning, No-expansion, Implemented"
26,433,62,5,"No-learning, No-expansion, Implemented"
27,432,63,5,"No-learning, No-expansion, Implemented"
28,432,63,5,"No-learning, No-expansion, Implemented"
29,431,64,5,"No-learning, No-expansion, Implemented"
30,431,64,5,"No-learning, No-expansion, Implemented"
31,431,64,5,"No-learning, No-expansion, Implemented"
32,431,64,5,"No-learning, No-expansion, Implemented"
33,430,65,5,"No-learning, No-expansion, Implemented"
34,430,65,5,"No-learning, No-expansion, Implemented"
35,430,65,5,"No-learning, No-expansion, Implemented"
36,430,65,5,"No-learning, No-expansion, Implemented"
37,430,65,5,"No-learning, No-expansion, Implemented"
38,430,65,5,"No-learning, No-expansion, Implemented"
39,430,65,5,"No-learning, No-expansion, Implemented"
40,430,65,5,"No-learning, No-expansion, Implemented"
41,430,65,5,"No-learning, No-expansion, Implemented"
42,430,65,5,"No-learning, No-expansion, Implemented"
43,429,66,5,"No-learning, No-expansion, Implemented"
44,429,66,5,"No-learning, No-expansion, Implemented"
45,429,66,5,"No-learning, No-expansion, Implemented"
46,429,66,5,"No-learning, No-expansion, Implemented"
47,429,66,5,"No-learning, No-expansion, Implemented"
48,429,66,5,"No-learning, No-expansion, Implemented"
49,429,66,5,"No-learning, No-expansion, Implemented"
50,429,66,5,"No-learning, No-expansion, Implemented"
51,429,66,5,"No-learning, No-expansion, Implemented"
52,428,67,5,"No-learning, No-expansion, Implemented"
53,428,67,5,"No-learning, No-expansion, Implemented"
54,428,67,5,"No-learning, No-expansion, Implemented"
55,428,67,5,"No-learning, No-expansion, Implemented"
56,428,67,5,"No-learning, No-expansion, Implemented"
57,428,67,5,"No-learning, No-expansion, Implemented"
58,428,67,5,"No-learning, No-expansion, Implemented"
59,428,67,5,"No-learning, No-expansion, Implemented"
60,428,67,5,"No-learning, No-expansion, Implemented"
61,428,67,5,"No-learning, No-expansion, Implemented"
62,428,67,5,"No-learning, No-expansion, Implemented"
63,428,67,5,"No-learning, No-expansion, Implemented"
64,428,67,5,"No-learning, No-expansion, Implemented"
65,427,68,5,"No-learning, No-expansion, Implemented"
66,426,69,5,"No-learning, No-expansion, Implemented"
67,426,69,5,"No-learning, No-expansion, Implemented"
68,426,69,5,"No-learning, No-expansion, Implemented"
69,426,69,5,"No-learning, No-expansion, Implemented"
70,426,69,5,"No-learning, No-expansion, Implemented"
71,426,69,5,"No-learning, No-expansion, Implemented"
72,426,69,5,"No-learning, No-expansion, Implemented"
73,426,69,5,"No-learning, No-expansion, Implemented"
74,426,69,5,"No-learning, No-expansion, Implemented"
75,426,69,5,"No-learning, No-expansion, Implemented"
76,426,69,5,"No-learning, No-expansion, Implemented"
77,426,69,5,"No-learning, No-expansion, Implemented"
78,426,69,5,"No-learning, No-expansion, Implemented"
79,426,69,5,"No-learning, No-expansion, Implemented"
80,426,69,5,"No-learning, No-expansion, Implemented"
81,426,69,5,"No-learning, No-expansion, Implemented"
82,426,69,5,"No-learning, No-expansion, Implemented"
83,426,69,5,"No-learning, No-expansion, Implemented"
84,426,69,5,"No-learning, No-expansion, Implemented"
85,426,69,5,"No-learning, No-expansion, Implemented"
86,426,69,5,"No-learning, No-expansion, Implemented"
87,426,69,5,"No-learning, No-expansion, Implemented"
88,426,69,5,"No-learning, No-expansion, Implemented"
89,426,69,5,"No-learning, No-expansion, Implemented"
90,426,69,5,"No-learning, No-expansion, Implemented"
91,426,69,5,"No-learning, No-expansion, Implemented"
92,426,69,5,"No-learning, No-expansion, Implemented"
93,426,69,5,"No-learning, No-expansion, Implemented"
94,426,69,5,"No-learning, No-expansion, Implemented"
95,426,69,5,"No-learning, No-expansion, Implemented"
96,426,69,5,"No-learning, No-expansion, Implemented"
97,426,69,5,"No-learning, No-expansion, Implemented"
98,426,69,5,"No-learning, No-expansion, Implemented"
99,426,69,5,"No-learning, No-expansion, Implemented"
100,426,69,5,"No-learning, No-expansion, Implemented"
101,426,69,5,"No-learning, No-expansion, Implemented"
102,426,69,5,"No-learning, No-expansion, Implemented"
103,426,69,5,"No-learning, No-expansion, Implemented"
104,426,69,5,"No-learning, No-expansion, Implemented"
105,426,69,5,"No-learning, No-expansion, Implemented"
106,426,69,5,"No-learning, No-expansion, Implemented"
107,426,69,5,"No-learning, No-expansion, Implemented"
108,426,69,5,"No-learning, No-expansion, Implemented"
1,456,44,0,"No-learning, No-expansion, Implemented"
2,453,47,0,"No-learning, No-expansion, Implemented"
3,450,50,0,"No-learning, No-expansion, Implemented"
4,448,52,0,"No-learning, No-expansion, Implemented"
5,447,53,0,"No-learning, No-expansion, Implemented"
6,445,55,0,"No-learning, No-expansion, Implemented"
7,444,56,0,"No-learning, No-expansion, Implemented"
8,444,56,0,"No-learning, No-expansion, Implemented"
9,444,56,0,"No-learning, No-expansion, Implemented"
10,443,57,0,"No-learning, No-expansion, Implemented"
11,443,57,0,"No-learning, No-expansion, Implemented"
12,442,58,0,"No-learning, No-expansion, Implemented"
13,442,58,0,"No-learning, No-expansion, Implemented"
14,441,59,0,"No-learning, No-expansion, Implemented"
15,441,59,0,"No-learning, No-expansion, Implemented"
16,440,60,0,"No-learning, No-expansion, Implemented"
17,439,61,0,"No-learning, No-expansion, Implemented"
18,439,61,0,"No-learning, No-expansion, Implemented"
19,439,61,0,"No-learning, No-expansion, Implemented"
20,439,61,0,"No-learning, No-expansion, Implemented"
21,438,62,0,"No-learning, No-expansion, Implemented"
22,438,62,0,"No-learning, No-expansion, Implemented"
23,438,62,0,"No-learning, No-expansion, Implemented"
24,438,62,0,"No-learning, No-expansion, Implemented"
25,432,61,7,"No-learning, No-expansion, Implemented"
26,432,61,7,"No-learning, No-expansion, Implemented"
27,432,61,7,"No-learning, No-expansion, Implemented"
28,432,61,7,"No-learning, No-expansion, Implemented"
29,432,61,7,"No-learning, No-expansion, Implemented"
30,432,61,7,"No-learning, No-expansion, Implemented"
31,432,61,7,"No-learning, No-expansion, Implemented"
32,432,61,7,"No-learning, No-expansion, Implemented"
33,431,62,7,"No-learning, No-expansion, Implemented"
34,431,62,7,"No-learning, No-expansion, Implemented"
35,431,62,7,"No-learning, No-expansion, Implemented"
36,431,62,7,"No-learning, No-expansion, Implemented"
37,431,62,7,"No-learning, No-expansion, Implemented"
38,431,62,7,"No-learning, No-expansion, Implemented"
39,431,62,7,"No-learning, No-expansion, Implemented"
40,431,62,7,"No-learning, No-expansion, Implemented"
41,431,62,7,"No-learning, No-expansion, Implemented"
42,431,62,7,"No-learning, No-expansion, Implemented"
43,431,62,7,"No-learning, No-expansion, Implemented"
44,431,62,7,"No-learning, No-expansion, Implemented"
45,431,62,7,"No-learning, No-expansion, Implemented"
46,431,62,7,"No-learning, No-expansion, Implemented"
47,431,62,7,"No-learning, No-expansion, Implemented"
48,431,62,7,"No-learning, No-expansion, Implemented"
49,431,62,7,"No-learning, No-expansion, Implemented"
50,431,62,7,"No-learning, No-expansion, Implemented"
51,431,62,7,"No-learning, No-expansion, Implemented"
52,431,62,7,"No-learning, No-expansion, Implemented"
53,431,62,7,"No-learning, No-expansion, Implemented"
54,431,62,7,"No-learning, No-expansion, Implemented"
55,431,62,7,"No-learning, No-expansion, Implemented"
56,431,62,7,"No-learning, No-expansion, Implemented"
57,431,62,7,"No-learning, No-expansion, Implemented"
58,431,62,7,"No-learning, No-expansion, Implemented"
59,431,62,7,"No-learning, No-expansion, Implemented"
60,431,62,7,"No-learning, No-expansion, Implemented"
61,431,62,7,"No-learning, No-expansion, Implemented"
62,431,62,7,"No-learning, No-expansion, Implemented"
63,431,62,7,"No-learning, No-expansion, Implemented"
64,431,62,7,"No-learning, No-expansion, Implemented"
65,431,62,7,"No-learning, No-expansion, Implemented"
66,431,62,7,"No-learning, No-expansion, Implemented"
67,431,62,7,"No-learning, No-expansion, Implemented"
