Quarters,AvgEmissionsSavings,StdEmissionsSavings,Label
30,94.49833333333333,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
31,94.49833333333333,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
32,94.49833333333333,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
33,95.29916666666666,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
34,95.29916666666666,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
35,95.29916666666666,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
36,95.29916666666666,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
37,95.29916666666666,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
38,95.29916666666666,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
39,96.90083333333332,5.992887914482926,"Informative-all, Gradual, Not-Implemented"
40,96.90083333333332,5.992887914482926,"Informative-all, Gradual, Not-Implemented"
41,97.70166666666667,4.936668214044324,"Informative-all, Gradual, Not-Implemented"
42,97.70166666666667,4.936668214044324,"Informative-all, Gradual, Not-Implemented"
43,97.70166666666667,4.936668214044324,"Informative-all, Gradual, Not-Implemented"
44,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
45,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
46,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
47,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
48,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
49,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
50,98.50249999999998,5.189993175974965,"Informative-all, Gradual, Not-Implemented"
51,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
52,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
53,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
54,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
55,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
56,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
57,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
58,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
59,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
60,99.30333333333333,5.66274680600227,"Informative-all, Gradual, Not-Implemented"
61,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
62,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
63,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
64,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
65,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
66,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
67,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
68,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
69,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
70,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
71,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
72,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
73,100.10416666666667,6.305767972437794,"Informative-all, Gradual, Not-Implemented"
74,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
75,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
76,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
77,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
78,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
79,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
80,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
81,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
82,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
83,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
84,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
85,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
86,100.90499999999999,6.795296167202725,"Informative-all, Gradual, Not-Implemented"
87,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
88,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
89,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
90,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
91,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
92,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
93,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
94,101.70583333333332,7.42662281180948,"Informative-all, Gradual, Not-Implemented"
95,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
96,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
97,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
98,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
99,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
100,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
101,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
102,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
103,102.50666666666666,8.166929587604445,"Informative-all, Gradual, Not-Implemented"
104,103.30749999999999,7.072768493784216,"Informative-all, Gradual, Not-Implemented"
105,103.30749999999999,7.072768493784216,"Informative-all, Gradual, Not-Implemented"
106,103.30749999999999,7.072768493784216,"Informative-all, Gradual, Not-Implemented"
107,103.30749999999999,7.072768493784216,"Informative-all, Gradual, Not-Implemented"
108,103.30749999999999,7.072768493784216,"Informative-all, Gradual, Not-Implemented"
1,101.70583333333332,7.42662281180948,"No-learning, No-expansion, Implemented"
2,105.71,7.072768493784216,"No-learning, No-expansion, Implemented"
3,113.71833333333332,5.992887914482932,"No-learning, No-expansion, Implemented"
4,116.92166666666667,8.166929587604445,"No-learning, No-expansion, Implemented"
5,120.125,8.550560166835075,"No-learning, No-expansion, Implemented"
6,122.52749999999999,10.37998635194992,"No-learning, No-expansion, Implemented"
7,123.32833333333333,11.154317611978282,"No-learning, No-expansion, Implemented"
8,125.73083333333334,12.458042973204988,"No-learning, No-expansion, Implemented"
9,127.33249999999998,11.932147927622536,"No-learning, No-expansion, Implemented"
10,129.73499999999999,10.192944250804084,"No-learning, No-expansion, Implemented"
11,129.73499999999999,10.192944250804084,"No-learning, No-expansion, Implemented"
12,130.53583333333333,10.803832331888328,"No-learning, No-expansion, Implemented"
13,131.33666666666667,11.32549361200454,"No-learning, No-expansion, Implemented"
14,133.73916666666665,11.32549361200454,"No-learning, No-expansion, Implemented"
15,133.73916666666665,11.32549361200454,"No-learning, No-expansion, Implemented"
16,135.34083333333334,10.803832331888321,"No-learning, No-expansion, Implemented"
17,136.14166666666665,11.49412065893786,"No-learning, No-expansion, Implemented"
18,138.54416666666665,9.676505983853646,"No-learning, No-expansion, Implemented"
19,138.54416666666665,9.676505983853646,"No-learning, No-expansion, Implemented"
20,138.54416666666665,9.676505983853646,"No-learning, No-expansion, Implemented"
21,139.345,10.379986351949917,"No-learning, No-expansion, Implemented"
22,139.345,10.379986351949917,"No-learning, No-expansion, Implemented"
23,139.345,10.379986351949917,"No-learning, No-expansion, Implemented"
24,140.14583333333331,10.803832331888321,"No-learning, No-expansion, Implemented"
25,179.36166666666668,6.676431598458034,"No-learning, No-expansion, Implemented"
26,180.1625,6.432579511103357,"No-learning, No-expansion, Implemented"
27,180.96333333333334,6.383318537841863,"No-learning, No-expansion, Implemented"
28,180.96333333333334,6.383318537841863,"No-learning, No-expansion, Implemented"
29,181.76416666666668,6.533051970982289,"No-learning, No-expansion, Implemented"
30,181.76416666666668,6.533051970982289,"No-learning, No-expansion, Implemented"
31,182.56499999999997,5.463156520425409,"No-learning, No-expansion, Implemented"
32,182.56499999999997,5.463156520425409,"No-learning, No-expansion, Implemented"
33,184.16666666666666,6.533051970982291,"No-learning, No-expansion, Implemented"
34,184.16666666666666,6.533051970982291,"No-learning, No-expansion, Implemented"
35,184.16666666666666,6.533051970982291,"No-learning, No-expansion, Implemented"
36,184.16666666666666,6.533051970982291,"No-learning, No-expansion, Implemented"
37,184.9675,5.463156520425411,"No-learning, No-expansion, Implemented"
38,184.9675,5.463156520425411,"No-learning, No-expansion, Implemented"
39,184.9675,5.463156520425411,"No-learning, No-expansion, Implemented"
40,184.9675,5.463156520425411,"No-learning, No-expansion, Implemented"
41,184.9675,5.463156520425411,"No-learning, No-expansion, Implemented"
42,184.9675,5.463156520425411,"No-learning, No-expansion, Implemented"
43,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
44,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
45,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
46,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
47,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
48,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
49,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
50,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
51,185.76833333333332,5.750022584496709,"No-learning, No-expansion, Implemented"
52,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
53,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
54,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
55,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
56,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
57,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
58,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
59,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
60,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
61,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
62,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
63,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
64,186.56916666666666,6.232557772607404,"No-learning, No-expansion, Implemented"
65,187.37,6.869652769002714,"No-learning, No-expansion, Implemented"
66,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
67,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
68,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
69,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
70,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
71,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
72,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
73,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
74,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
75,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
76,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
77,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
78,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
79,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
80,188.17083333333332,7.622651642017718,"No-learning, No-expansion, Implemented"
81,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
82,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
83,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
84,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
85,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
86,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
87,188.97166666666666,6.53489043944544,"No-learning, No-expansion, Implemented"
88,189.77249999999995,5.465354898509934,"No-learning, No-expansion, Implemented"
89,189.77249999999995,5.465354898509934,"No-learning, No-expansion, Implemented"
90,189.77249999999995,5.465354898509934,"No-learning, No-expansion, Implemented"
91,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
92,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
93,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
94,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
95,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
96,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
97,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
98,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
99,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
100,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
101,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
102,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
103,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
104,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
105,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
106,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
107,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
108,190.5733333333333,4.427273584147331,"No-learning, No-expansion, Implemented"
