Quarters,AvgAdoptionRate,StdAdoptionRate,Label
32,0.07866666666666668,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
33,0.07933333333333333,0.005249338582674546,"Informative-all, Gradual, Not-Implemented"
34,0.07933333333333333,0.005249338582674546,"Informative-all, Gradual, Not-Implemented"
35,0.07933333333333333,0.005249338582674546,"Informative-all, Gradual, Not-Implemented"
36,0.07933333333333333,0.005249338582674546,"Informative-all, Gradual, Not-Implemented"
37,0.07933333333333333,0.005249338582674546,"Informative-all, Gradual, Not-Implemented"
38,0.07933333333333333,0.005249338582674546,"Informative-all, Gradual, Not-Implemented"
39,0.08066666666666666,0.004988876515698588,"Informative-all, Gradual, Not-Implemented"
40,0.08066666666666666,0.004988876515698588,"Informative-all, Gradual, Not-Implemented"
41,0.08133333333333333,0.004109609335312649,"Informative-all, Gradual, Not-Implemented"
42,0.08133333333333333,0.004109609335312649,"Informative-all, Gradual, Not-Implemented"
43,0.08133333333333333,0.004109609335312649,"Informative-all, Gradual, Not-Implemented"
44,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
45,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
46,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
47,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
48,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
49,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
50,0.082,0.004320493798938573,"Informative-all, Gradual, Not-Implemented"
51,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
52,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
53,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
54,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
55,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
56,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
57,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
58,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
59,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
60,0.08266666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
61,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
62,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
63,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
64,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
65,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
66,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
67,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
68,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
69,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
70,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
71,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
72,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
73,0.08333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
74,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
75,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
76,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
77,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
78,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
79,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
80,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
81,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
82,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
83,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
84,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
85,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
86,0.084,0.005656854249492379,"Informative-all, Gradual, Not-Implemented"
87,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
88,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
89,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
90,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
91,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
92,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
93,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
94,0.08466666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
95,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
96,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
97,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
98,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
99,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
100,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
101,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
102,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
103,0.08533333333333333,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
104,0.08600000000000001,0.005887840577551897,"Informative-all, Gradual, Not-Implemented"
105,0.08600000000000001,0.005887840577551897,"Informative-all, Gradual, Not-Implemented"
106,0.08600000000000001,0.005887840577551897,"Informative-all, Gradual, Not-Implemented"
107,0.08600000000000001,0.005887840577551897,"Informative-all, Gradual, Not-Implemented"
108,0.08600000000000001,0.005887840577551897,"Informative-all, Gradual, Not-Implemented"
1,0.08466666666666667,0.006182412330330469,"No-learning, No-expansion, Implemented"
2,0.08800000000000001,0.005887840577551897,"No-learning, No-expansion, Implemented"
3,0.09466666666666668,0.004988876515698593,"No-learning, No-expansion, Implemented"
4,0.09733333333333334,0.006798692684790381,"No-learning, No-expansion, Implemented"
5,0.09999999999999999,0.007118052168020874,"No-learning, No-expansion, Implemented"
6,0.102,0.008640987597877148,"No-learning, No-expansion, Implemented"
7,0.10266666666666667,0.009285592184789413,"No-learning, No-expansion, Implemented"
8,0.10466666666666667,0.0103708994574027,"No-learning, No-expansion, Implemented"
9,0.106,0.009933109617167563,"No-learning, No-expansion, Implemented"
10,0.108,0.008485281374238571,"No-learning, No-expansion, Implemented"
11,0.108,0.008485281374238571,"No-learning, No-expansion, Implemented"
12,0.10866666666666668,0.008993825042154695,"No-learning, No-expansion, Implemented"
13,0.10933333333333334,0.009428090415820637,"No-learning, No-expansion, Implemented"
14,0.11133333333333333,0.009428090415820628,"No-learning, No-expansion, Implemented"
15,0.11133333333333333,0.009428090415820628,"No-learning, No-expansion, Implemented"
16,0.11266666666666665,0.008993825042154688,"No-learning, No-expansion, Implemented"
17,0.11333333333333333,0.00956846672960488,"No-learning, No-expansion, Implemented"
18,0.11533333333333333,0.008055363982396382,"No-learning, No-expansion, Implemented"
19,0.11533333333333333,0.008055363982396382,"No-learning, No-expansion, Implemented"
20,0.11533333333333333,0.008055363982396382,"No-learning, No-expansion, Implemented"
21,0.11599999999999999,0.008640987597877148,"No-learning, No-expansion, Implemented"
22,0.11599999999999999,0.008640987597877148,"No-learning, No-expansion, Implemented"
23,0.11599999999999999,0.008640987597877148,"No-learning, No-expansion, Implemented"
24,0.11666666666666665,0.008993825042154695,"No-learning, No-expansion, Implemented"
25,0.12933333333333333,0.006798692684790385,"No-learning, No-expansion, Implemented"
26,0.13,0.007118052168020881,"No-learning, No-expansion, Implemented"
27,0.13066666666666668,0.007542472332656513,"No-learning, No-expansion, Implemented"
28,0.13066666666666668,0.007542472332656513,"No-learning, No-expansion, Implemented"
29,0.13133333333333333,0.008055363982396388,"No-learning, No-expansion, Implemented"
30,0.13133333333333333,0.008055363982396388,"No-learning, No-expansion, Implemented"
31,0.132,0.007118052168020881,"No-learning, No-expansion, Implemented"
32,0.132,0.007118052168020881,"No-learning, No-expansion, Implemented"
33,0.13333333333333333,0.008055363982396388,"No-learning, No-expansion, Implemented"
34,0.13333333333333333,0.008055363982396388,"No-learning, No-expansion, Implemented"
35,0.13333333333333333,0.008055363982396388,"No-learning, No-expansion, Implemented"
36,0.13333333333333333,0.008055363982396388,"No-learning, No-expansion, Implemented"
37,0.134,0.007118052168020881,"No-learning, No-expansion, Implemented"
38,0.134,0.007118052168020881,"No-learning, No-expansion, Implemented"
39,0.134,0.007118052168020881,"No-learning, No-expansion, Implemented"
40,0.134,0.007118052168020881,"No-learning, No-expansion, Implemented"
41,0.134,0.007118052168020881,"No-learning, No-expansion, Implemented"
42,0.134,0.007118052168020881,"No-learning, No-expansion, Implemented"
43,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
44,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
45,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
46,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
47,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
48,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
49,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
50,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
51,0.13466666666666668,0.0077172246018601485,"No-learning, No-expansion, Implemented"
52,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
53,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
54,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
55,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
56,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
57,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
58,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
59,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
60,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
61,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
62,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
63,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
64,0.13533333333333333,0.008379870059984354,"No-learning, No-expansion, Implemented"
65,0.136,0.009092121131323901,"No-learning, No-expansion, Implemented"
66,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
67,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
68,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
69,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
70,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
71,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
72,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
73,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
74,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
75,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
76,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
77,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
78,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
79,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
80,0.1366666666666667,0.009843215373488931,"No-learning, No-expansion, Implemented"
81,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
82,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
83,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
84,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
85,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
86,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
87,0.13733333333333334,0.008993825042154692,"No-learning, No-expansion, Implemented"
88,0.138,0.008164965809277256,"No-learning, No-expansion, Implemented"
89,0.138,0.008164965809277256,"No-learning, No-expansion, Implemented"
90,0.138,0.008164965809277256,"No-learning, No-expansion, Implemented"
91,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
92,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
93,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
94,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
95,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
96,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
97,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
98,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
99,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
100,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
101,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
102,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
103,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
104,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
105,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
106,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
107,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
108,0.1386666666666667,0.007363574011458168,"No-learning, No-expansion, Implemented"
