Quarters,District,TotalAgents,Adopters,AdoptionRate,Label
3,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
3,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
3,8.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
3,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
3,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
4,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
4,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
4,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
4,8.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
4,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
4,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
5,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
5,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
5,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
5,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
5,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
5,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
5,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
6,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
6,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
6,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
6,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
6,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
6,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
6,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
7,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
7,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
7,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
7,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
7,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
7,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
7,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
8,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
8,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
8,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
8,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
8,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
8,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
8,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
9,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
9,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
9,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
9,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
9,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
9,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
9,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
10,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
10,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
10,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
10,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
10,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
10,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
10,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
11,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
11,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
11,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
11,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
11,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
11,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
11,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
12,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
12,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
12,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
12,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
12,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
12,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
12,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
13,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
13,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
13,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
13,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
13,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
13,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
13,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
14,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
14,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
14,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
14,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
14,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
14,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
14,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
15,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,4.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,14.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,9.0,2.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,19.0,11.0,1.0,0.09090909090909091,"Informative-all, Gradual, Not-Implemented"
15,1.0,5.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,13.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,15.0,8.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,12.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
15,2.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
15,5.0,8.0,1.0,0.125,"Informative-all, Gradual, Not-Implemented"
15,8.0,1.0,1.0,1.0,"Informative-all, Gradual, Not-Implemented"
15,17.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
15,6.0,4.0,1.0,0.25,"Informative-all, Gradual, Not-Implemented"
16,22.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,10.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,11.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,23.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,7.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,3.0,1.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,18.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,20.0,3.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,21.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
16,16.0,0.0,0.0,0.0,"Informative-all, Gradual, Not-Implemented"
